"n_subject","n_source","n_time_point","simulation","subject","source","cor","wlik","amari","time_cost"
5,3,256,"7","subject 1","2",0.416348849851224,1177.48025987675,0.0751938886061656,13.3018485740158
5,3,256,"7","subject 1","3",0.996837806134127,1177.48025987675,0.0751938886061656,13.3018485740158
5,3,256,"7","subject 2","1",0.464951218814374,1177.48025987675,0.0751938886061656,13.3018485740158
5,3,256,"7","subject 2","2",0.770358634699016,1177.48025987675,0.0751938886061656,13.3018485740158
5,3,256,"7","subject 2","3",0.999728913939116,1177.48025987675,0.0751938886061656,13.3018485740158
5,3,256,"7","subject 3","1",0.438358319981689,1177.48025987675,0.0751938886061656,13.3018485740158
5,3,256,"7","subject 3","2",0.670768482490272,1177.48025987675,0.0751938886061656,13.3018485740158
5,3,256,"7","subject 3","3",0.999480716411078,1177.48025987675,0.0751938886061656,13.3018485740158
5,3,256,"7","subject 4","1",0.428077792401007,1177.48025987675,0.0751938886061656,13.3018485740158
5,3,256,"7","subject 4","2",0.674183165484092,1177.48025987675,0.0751938886061656,13.3018485740158
5,3,256,"7","subject 4","3",0.999361982146944,1177.48025987675,0.0751938886061656,13.3018485740158
5,3,256,"7","subject 5","1",0.440684367132067,1177.48025987675,0.0751938886061656,13.3018485740158
5,3,256,"7","subject 5","2",0.680091983291371,1177.48025987675,0.0751938886061656,13.3018485740158
5,3,256,"7","subject 5","3",0.996314230945296,1177.48025987675,0.0751938886061656,13.3018485740158
5,3,256,"8","subject 1","1",0.651893310826276,97.9508648895371,0.449741716282243,13.2283439690537
5,3,256,"8","subject 1","2",0.460422865644312,97.9508648895371,0.449741716282243,13.2283439690537
5,3,256,"8","subject 1","3",0.985918545433737,97.9508648895371,0.449741716282243,13.2283439690537
5,3,256,"8","subject 2","1",0.495812113756008,97.9508648895371,0.449741716282243,13.2283439690537
5,3,256,"8","subject 2","2",0.700240329594873,97.9508648895371,0.449741716282243,13.2283439690537
5,3,256,"8","subject 2","3",0.850802529182879,97.9508648895371,0.449741716282243,13.2283439690537
5,3,256,"8","subject 3","1",0.632255664911879,97.9508648895371,0.449741716282243,13.2283439690537
5,3,256,"8","subject 3","2",0.393320124742504,97.9508648895371,0.449741716282243,13.2283439690537
5,3,256,"8","subject 3","3",0.947376401922637,97.9508648895371,0.449741716282243,13.2283439690537
5,3,256,"8","subject 4","1",0.868752145799954,97.9508648895371,0.449741716282243,13.2283439690537
5,3,256,"8","subject 4","2",0.12178344586862,97.9508648895371,0.449741716282243,13.2283439690537
5,3,256,"8","subject 4","3",0.986213235294117,97.9508648895371,0.449741716282243,13.2283439690537
5,3,256,"8","subject 5","1",0.792012617303731,97.9508648895371,0.449741716282243,13.2283439690537
5,3,256,"8","subject 5","2",0.125991359578851,97.9508648895371,0.449741716282243,13.2283439690537
5,3,256,"8","subject 5","3",0.999429217212177,97.9508648895371,0.449741716282243,13.2283439690537
5,3,256,"9","subject 1","1",0.961354142824445,1350.10073724122,0.000222690585981011,9.84485272864501
5,3,256,"9","subject 1","2",0.780438887617304,1350.10073724122,0.000222690585981011,9.84485272864501
5,3,256,"9","subject 1","3",0.999515049210345,1350.10073724122,0.000222690585981011,9.84485272864501
5,3,256,"9","subject 2","1",0.964859664682994,1350.10073724122,0.000222690585981011,9.84485272864501
5,3,256,"9","subject 2","2",0.804592011902037,1350.10073724122,0.000222690585981011,9.84485272864501
5,3,256,"9","subject 2","3",0.997259098191806,1350.10073724122,0.000222690585981011,9.84485272864501
5,3,256,"9","subject 3","1",0.938720244907301,1350.10073724122,0.000222690585981011,9.84485272864501
5,3,256,"9","subject 3","2",0.762541485465781,1350.10073724122,0.000222690585981011,9.84485272864501
5,3,256,"9","subject 3","3",0.998841983291371,1350.10073724122,0.000222690585981011,9.84485272864501
5,3,256,"9","subject 4","1",0.988753862439917,1350.10073724122,0.000222690585981011,9.84485272864501
5,3,256,"9","subject 4","2",0.783863584344243,1350.10073724122,0.000222690585981011,9.84485272864501
5,3,256,"9","subject 4","3",0.997025921263447,1350.10073724122,0.000222690585981011,9.84485272864501
5,3,256,"9","subject 5","1",0.963351167315175,1350.10073724122,0.000222690585981011,9.84485272864501
5,3,256,"9","subject 5","2",0.752418316548409,1350.10073724122,0.000222690585981011,9.84485272864501
5,3,256,"9","subject 5","3",0.999835488670176,1350.10073724122,0.000222690585981011,9.84485272864501
5,3,256,"10","subject 1","1",0.621511644541085,1251.59302139757,0.365929765683884,13.314714541369
5,3,256,"10","subject 1","2",0.984878547722591,1251.59302139757,0.365929765683884,13.314714541369
5,3,256,"10","subject 1","3",0.99990844586862,1251.59302139757,0.365929765683884,13.314714541369
5,3,256,"10","subject 2","1",0.575617275120165,1251.59302139757,0.365929765683884,13.314714541369
5,3,256,"10","subject 2","2",0.894767109178301,1251.59302139757,0.365929765683884,13.314714541369
5,3,256,"10","subject 2","3",0.998364900434882,1251.59302139757,0.365929765683884,13.314714541369
5,3,256,"10","subject 3","1",0.611310511558709,1251.59302139757,0.365929765683884,13.314714541369
5,3,256,"10","subject 3","2",0.938458457312886,1251.59302139757,0.365929765683884,13.314714541369
5,3,256,"10","subject 3","3",0.996588178072785,1251.59302139757,0.365929765683884,13.314714541369
5,3,256,"10","subject 4","1",0.658116130693522,1251.59302139757,0.365929765683884,13.314714541369
5,3,256,"10","subject 4","2",0.913930533302815,1251.59302139757,0.365929765683884,13.314714541369
5,3,256,"10","subject 4","3",0.998387073701076,1251.59302139757,0.365929765683884,13.314714541369
5,3,256,"10","subject 5","1",0.567943179217212,1251.59302139757,0.365929765683884,13.314714541369
5,3,256,"10","subject 5","2",0.867301585030899,1251.59302139757,0.365929765683884,13.314714541369
5,3,256,"10","subject 5","3",0.998085946440833,1251.59302139757,0.365929765683884,13.314714541369
