"n_subject","n_source","n_time_point","simulation","subject","source","cor","wlik","amari","time_cost"
2,3,284,"1","subject 1","1",0.490488177343773,1454.68914164346,0.000486621963256958,54.6867905974388
2,3,284,"1","subject 1","2",0.942936398379116,1454.68914164346,0.000486621963256958,54.6867905974388
2,3,284,"1","subject 1","3",0.999746966081406,1454.68914164346,0.000486621963256958,54.6867905974388
2,3,284,"1","subject 2","1",0.534309146678471,1454.68914164346,0.000486621963256958,54.6867905974388
2,3,284,"1","subject 2","2",0.999143980490718,1454.68914164346,0.000486621963256958,54.6867905974388
2,3,284,"1","subject 2","3",0.999752728758641,1454.68914164346,0.000486621963256958,54.6867905974388
2,3,284,"2","subject 1","1",0.515422757860161,1217.24199782765,0.200655464308098,1.02655087729295
2,3,284,"2","subject 1","2",0.68975579345517,1217.24199782765,0.200655464308098,1.02655087729295
2,3,284,"2","subject 1","3",0.998940715148245,1217.24199782765,0.200655464308098,1.02655087729295
2,3,284,"2","subject 2","1",0.599061207490433,1217.24199782765,0.200655464308098,1.02655087729295
2,3,284,"2","subject 2","2",0.261557442104739,1217.24199782765,0.200655464308098,1.02655087729295
2,3,284,"2","subject 2","3",0.997553481573839,1217.24199782765,0.200655464308098,1.02655087729295
2,3,284,"3","subject 1","1",0.325818103712474,1255.35165415597,0.0845628850945956,48.3974984010061
2,3,284,"3","subject 1","2",0.62420062498854,1255.35165415597,0.0845628850945956,48.3974984010061
2,3,284,"3","subject 1","3",0.998638436533278,1255.35165415597,0.0845628850945956,48.3974984010061
2,3,284,"3","subject 2","1",0.379155872561012,1255.35165415597,0.0845628850945956,48.3974984010061
2,3,284,"3","subject 2","2",0.639753566966239,1255.35165415597,0.0845628850945956,48.3974984010061
2,3,284,"3","subject 2","3",0.996527725025998,1255.35165415597,0.0845628850945956,48.3974984010061
2,3,284,"4","subject 1","1",0.661649121060752,1386.94546287514,0.000642735058004921,6.23086095253626
2,3,284,"4","subject 1","2",0.687326563060715,1386.94546287514,0.000642735058004921,6.23086095253626
2,3,284,"4","subject 1","3",0.999847550993145,1386.94546287514,0.000642735058004921,6.23086095253626
2,3,284,"4","subject 2","1",0.66760825320156,1386.94546287514,0.000642735058004921,6.23086095253626
2,3,284,"4","subject 2","2",0.670489591819094,1386.94546287514,0.000642735058004921,6.23086095253626
2,3,284,"4","subject 2","3",0.999850170391888,1386.94546287514,0.000642735058004921,6.23086095253626
2,3,284,"5","subject 1","1",0.378012766949474,1333.82183709114,2.17973705936754e-08,42.6627847154935
2,3,284,"5","subject 1","2",0.815382157179641,1333.82183709114,2.17973705936754e-08,42.6627847154935
2,3,284,"5","subject 1","3",0.997332928199661,1333.82183709114,2.17973705936754e-08,42.6627847154935
2,3,284,"5","subject 2","1",0.451336548208724,1333.82183709114,2.17973705936754e-08,42.6627847154935
2,3,284,"5","subject 2","2",0.816677711798034,1333.82183709114,2.17973705936754e-08,42.6627847154935
2,3,284,"5","subject 2","3",0.998880468977151,1333.82183709114,2.17973705936754e-08,42.6627847154935
2,3,284,"6","subject 1","1",0.99459722815225,1458.36087987758,0.000934973291748076,3.35501635074615
2,3,284,"6","subject 1","2",0.340656473713024,1458.36087987758,0.000934973291748076,3.35501635074615
2,3,284,"6","subject 1","3",0.995196546584697,1458.36087987758,0.000934973291748076,3.35501635074615
2,3,284,"6","subject 2","1",0.962870546694712,1458.36087987758,0.000934973291748076,3.35501635074615
