"n_subject","n_source","n_time_point","simulation","subject","source","cor","wlik","amari","time_cost"
2,3,284,"6","subject 2","2",0.578544504894347,1458.36087987758,0.000934973291748076,3.35501635074615
2,3,284,"6","subject 2","3",0.999066446287919,1458.36087987758,0.000934973291748076,3.35501635074615
2,3,284,"7","subject 1","1",0.530742049469965,1368.88759826032,0.000332981295576425,2.40076764822006
2,3,284,"7","subject 1","2",0.920147105433419,1368.88759826032,0.000332981295576425,2.40076764822006
2,3,284,"7","subject 1","3",0.999600803631534,1368.88759826032,0.000332981295576425,2.40076764822006
2,3,284,"7","subject 2","1",0.551295947528204,1368.88759826032,0.000332981295576425,2.40076764822006
2,3,284,"7","subject 2","2",0.945854408579055,1368.88759826032,0.000332981295576425,2.40076764822006
2,3,284,"7","subject 2","3",0.999910940442731,1368.88759826032,0.000332981295576425,2.40076764822006
2,3,284,"8","subject 1","1",0.926099951017244,1442.97825946475,0.0903935351790782,48.5041094144185
2,3,284,"8","subject 1","2",0.456100710642879,1442.97825946475,0.0903935351790782,48.5041094144185
2,3,284,"8","subject 1","3",0.99840216676664,1442.97825946475,0.0903935351790782,48.5041094144185
2,3,284,"8","subject 2","1",0.941077149151184,1442.97825946475,0.0903935351790782,48.5041094144185
2,3,284,"8","subject 2","2",0.452952193353538,1442.97825946475,0.0903935351790782,48.5041094144185
2,3,284,"8","subject 2","3",0.999712390017995,1442.97825946475,0.0903935351790782,48.5041094144185
2,3,284,"9","subject 1","1",0.443644421859406,1416.44374101131,0.00252730829873288,48.4311359206835
2,3,284,"9","subject 1","2",0.95910070802348,1416.44374101131,0.00252730829873288,48.4311359206835
2,3,284,"9","subject 1","3",0.998692920027137,1416.44374101131,0.00252730829873288,48.4311359206835
2,3,284,"9","subject 2","1",0.406177066116244,1416.44374101131,0.00252730829873288,48.4311359206835
2,3,284,"9","subject 2","2",0.986083658357061,1416.44374101131,0.00252730829873288,48.4311359206835
2,3,284,"9","subject 2","3",0.999838645037418,1416.44374101131,0.00252730829873288,48.4311359206835
2,3,284,"10","subject 1","1",0.988613473663255,1473.60299531552,2.68469674065871e-07,1.92588469584783
2,3,284,"10","subject 1","2",0.704566921708791,1473.60299531552,2.68469674065871e-07,1.92588469584783
2,3,284,"10","subject 1","3",0.999724963131963,1473.60299531552,2.68469674065871e-07,1.92588469584783
2,3,284,"10","subject 2","1",0.971350588185988,1473.60299531552,2.68469674065871e-07,1.92588469584783
2,3,284,"10","subject 2","2",0.458029635877381,1473.60299531552,2.68469674065871e-07,1.92588469584783
2,3,284,"10","subject 2","3",0.999680433353328,1473.60299531552,2.68469674065871e-07,1.92588469584783
